Date/Time, Wind Speed
7-18-16 12:00 AM,3.1
7-19-16 12:00 AM,0
7-19-16 12:00 AM,7.2
7-19-16 12:00 AM,4
7-20-16 12:00 AM,3.1
7-20-16 12:00 AM,0
7-20-16 12:00 AM,4.5
7-20-16 12:00 AM,4.9
7-21-16 12:00 AM,1.3
7-21-16 12:00 AM,2.2
7-21-16 12:00 AM,4.9
7-22-16 12:00 AM,4.9
7-22-16 12:00 AM,2.2
7-22-16 12:00 AM,8.9
7-22-16 12:00 AM,0
7-23-16 12:00 AM,0
7-23-16 12:00 AM,6.7
7-23-16 12:00 AM,4.9
7-23-16 12:00 AM,4
7-24-16 12:00 AM,4
7-24-16 12:00 AM,0.4
7-24-16 12:00 AM,8.9
7-24-16 12:00 AM,6.3
7-25-16 12:00 AM,0
7-25-16 12:00 AM,1.3
7-25-16 12:00 AM,4
7-25-16 12:00 AM,2.7
7-26-16 12:00 AM,0.4
7-26-16 12:00 AM,7.2
7-26-16 12:00 AM,0
7-27-16 12:00 AM,1.8
7-27-16 12:00 AM,0.9
7-27-16 12:00 AM,6.3
7-27-16 12:00 AM,4.9
7-28-16 12:00 AM,0
1-8-16 12:00 AM,0.4
1-8-16 12:00 AM,2.7
1-8-16 12:00 AM,3.6
2-8-16 12:00 AM,2.2
2-8-16 12:00 AM,0.9
2-8-16 12:00 AM,6.3
2-8-16 12:00 AM,2.2
3-8-16 12:00 AM,0
3-8-16 12:00 AM,6.3
3-8-16 12:00 AM,6.7
3-8-16 12:00 AM,5.8
4-8-16 12:00 AM,2.2
4-8-16 12:00 AM,1.8
4-8-16 12:00 AM,5.8
4-8-16 12:00 AM,2.7
5-8-16 12:00 AM,2.2
5-8-16 12:00 AM,2.2
5-8-16 12:00 AM,7.6
5-8-16 12:00 AM,4
6-8-16 12:00 AM,1.3
6-8-16 12:00 AM,8
6-8-16 12:00 AM,7.2
7-8-16 12:00 AM,3.1
7-8-16 12:00 AM,7.2
7-8-16 12:00 AM,6.7
7-8-16 12:00 AM,3.6
8-8-16 12:00 AM,1.8
8-8-16 12:00 AM,6.3
8-8-16 12:00 AM,5.4
9-8-16 12:00 AM,1.8
9-8-16 12:00 AM,1.8
9-8-16 12:00 AM,5.8
9-8-16 12:00 AM,4
10-8-16 12:00 AM,0
10-8-16 12:00 AM,0.9
10-8-16 12:00 AM,4.9
10-8-16 12:00 AM,4.5
11-8-16 12:00 AM,3.6
11-8-16 12:00 AM,0
11-8-16 12:00 AM,5.4
11-8-16 12:00 AM,7.2
12-8-16 12:00 AM,1.8
12-8-16 12:00 AM,1.3
12-8-16 12:00 AM,7.2
12-8-16 12:00 AM,4.9
8-13-16 12:00 AM,0
8-13-16 12:00 AM,8
8-13-16 12:00 AM,4
8-14-16 12:00 AM,3.1
8-14-16 12:00 AM,0.9
8-14-16 12:00 AM,7.2
8-14-16 12:00 AM,0.4
8-15-16 12:00 AM,0.9
8-15-16 12:00 AM,9.8
8-15-16 12:00 AM,4.5
8-16-16 12:00 AM,3.6
8-16-16 12:00 AM,0.4
8-16-16 12:00 AM,8
8-16-16 12:00 AM,3.6
8-17-16 12:00 AM,0
8-17-16 12:00 AM,5.8
8-17-16 12:00 AM,6.3
8-17-16 12:00 AM,8
8-18-16 12:00 AM,7.2
8-18-16 12:00 AM,0.9
8-18-16 12:00 AM,5.8
8-18-16 12:00 AM,4.5
8-19-16 12:00 AM,2.7
8-19-16 12:00 AM,0.4
8-19-16 12:00 AM,4
8-19-16 12:00 AM,4.5
8-20-16 12:00 AM,1.8
8-20-16 12:00 AM,3.1
8-20-16 12:00 AM,3.1
8-21-16 12:00 AM,3.1
8-21-16 12:00 AM,2.7
8-21-16 12:00 AM,3.6
8-21-16 12:00 AM,3.1
8-22-16 12:00 AM,0.4
8-22-16 12:00 AM,0
8-22-16 12:00 AM,2.7
8-23-16 12:00 AM,3.6
8-23-16 12:00 AM,1.3
8-23-16 12:00 AM,5.8
8-23-16 12:00 AM,4
8-24-16 12:00 AM,0
8-24-16 12:00 AM,0.4
8-24-16 12:00 AM,4
8-24-16 12:00 AM,4
8-25-16 12:00 AM,5.4
8-25-16 12:00 AM,1.3
8-25-16 12:00 AM,4
8-25-16 12:00 AM,0
8-26-16 12:00 AM,5.4
8-26-16 12:00 AM,0.4
8-26-16 12:00 AM,3.6
8-26-16 12:00 AM,1.8
8-27-16 12:00 AM,0.9
8-27-16 12:00 AM,4
8-27-16 12:00 AM,3.6
8-28-16 12:00 AM,2.7
8-28-16 12:00 AM,0.4
8-28-16 12:00 AM,4
8-28-16 12:00 AM,4.9
8-29-16 12:00 AM,0.9
8-29-16 12:00 AM,0.9
8-29-16 12:00 AM,6.3
8-30-16 12:00 AM,4.5
8-30-16 12:00 AM,0.4
8-30-16 12:00 AM,4.9
8-30-16 12:00 AM,3.1
8-31-16 12:00 AM,2.7
8-31-16 12:00 AM,1.3
8-31-16 12:00 AM,5.4
8-31-16 12:00 AM,0
1-9-16 12:00 AM,0
1-9-16 12:00 AM,1.3
1-9-16 12:00 AM,0.4
1-9-16 12:00 AM,0.4
2-9-16 12:00 AM,0
